M,K,N,num_threads,gemm,qgemm_lut
8192,16384,1,8,8.7500192,1.13355
M,K,N,num_threads,qgemm_lut
8192,16384,1,8,3.6626693
M,K,N,num_threads,qgemm_lut
8192,16384,1,8,3.6181731000000004
M,K,N,num_threads,qgemm_lut
8192,16384,1,8,3.6756307999999995
M,K,N,num_threads,qgemm_lut
8192,16384,1,8,3.6171385
M,K,N,num_threads,dtype,gemm
8192,16384,1,8,float16,17.3737846
M,K,N,num_threads,dtype,qgemm_lut
8192,16384,1,8,float16,2.0986346
M,K,N,num_threads,dtype,qgemm_lut
8192,16384,1,8,float16,2.0135346
M,K,N,num_threads,dtype,qgemm_lut
8192,16384,1,8,float16,2.05232538
M,K,N,num_threads,dtype,qgemm_lut
8192,16384,1,8,float16,2.0057269
M,K,N,num_threads,dtype,qgemm_lut
4096,11008,1,8,float16,0.6647231
M,K,N,num_threads,dtype,qgemm_lut
4096,11008,1,4,float16,1.3005038
M,K,N,num_threads,dtype,qgemm_lut
4096,11008,1,2,float16,0.8524385
M,K,N,num_threads,dtype,qgemm_lut
12288,4096,1,8,float16,1.2954636
4096,4096,1,8,float16,0.3938073
11008,4096,1,8,float16,1.1839115
4096,11008,1,8,float16,1.1953281999999998
M,K,N,num_threads,dtype,qgemm_lut
12288,4096,1,2,float16,0.8244063
4096,4096,1,2,float16,0.2820469
11008,4096,1,2,float16,0.6837551999999999
4096,11008,1,2,float16,0.7436406
M,K,N,num_threads,dtype,qgemm_lut
12288,4096,1,1,float16,0.8639791000000001
4096,4096,1,1,float16,0.5266719
11008,4096,1,1,float16,0.7730416999999999
4096,11008,1,1,float16,0.7869011
M,K,N,num_threads,dtype,qgemm_lut
12288,4096,1,8,float16,1.2945156000000002
4096,4096,1,8,float16,0.4356407
11008,4096,1,8,float16,2.6518178000000003
4096,11008,1,8,float16,2.7548177
M,K,N,num_threads,dtype,qgemm_lut
12288,4096,1,1,float16,10.318171800000002
4096,4096,1,1,float16,4.1433021
11008,4096,1,1,float16,11.1551875
M,K,N,num_threads,dtype,qgemm_lut
12288,4096,1,1,float16,0.8558853999999999
4096,4096,1,1,float16,0.6107135000000001
11008,4096,1,1,float16,0.8740521
4096,11008,1,1,float16,0.7710312
M,K,N,num_threads,dtype,qgemm_lut
12288,4096,1,1,float16,0.8728906
4096,4096,1,1,float16,0.6836198000000001
11008,4096,1,1,float16,0.7682760000000001
4096,11008,1,1,float16,1.7509635
M,K,N,num_threads,dtype,qgemm_lut
12288,4096,1,8,float16,1.2860677
4096,4096,1,8,float16,0.43988020000000005
11008,4096,1,8,float16,1.1158073
4096,11008,1,8,float16,1.1544792
M,K,N,num_threads,dtype,gemm
12288,4096,1,8,float16,6.0120573
4096,4096,1,8,float16,1.9722760000000001
11008,4096,1,8,float16,6.123661500000001
4096,11008,1,8,float16,5.4527865
M,K,N,num_threads,dtype,gemm
12288,4096,1,1,float16,3.0944011000000002
4096,4096,1,1,float16,1.0215781
11008,4096,1,1,float16,2.7403594
4096,11008,1,1,float16,2.890927
M,K,N,num_threads,dtype,qgemm_lut
12288,4096,1,8,float16,2.63697462
4096,4096,1,8,float16,0.8818076999999999
11008,4096,1,8,float16,2.4654569200000003
4096,11008,1,8,float16,2.34816462
M,K,N,num_threads,dtype,qgemm_lut
12288,4096,1,4,float16,5.14024315
4096,4096,1,4,float16,1.790011
11008,4096,1,4,float16,4.61871869
4096,11008,1,4,float16,4.628951766

M,K,N,num_threads,dtype,qgemm_lut
12288,4096,1,8,float16,3.378264166
4096,4096,1,8,float16,1.13002802
11008,4096,1,8,float16,3.0651128119999997
4096,11008,1,8,float16,3.02854979
M,K,N,num_threads,dtype,qgemm_lut
12288,4096,1,2,float16,2.6393191660000004
4096,4096,1,2,float16,0.880858854
11008,4096,1,2,float16,2.3543168740000002
4096,11008,1,2,float16,2.333598748
M,K,N,num_threads,dtype,qgemm_lut
12288,4096,1,1,float16,3.004873228
4096,4096,1,1,float16,1.159866458
11008,4096,1,1,float16,2.6573726040000003
4096,11008,1,1,float16,2.63045177
M,K,N,num_threads,dtype,qgemm_lut
12288,4096,1,4,float16,1.354521042
4096,4096,1,4,float16,0.42851739400000005
11008,4096,1,4,float16,1.194405938
4096,11008,1,4,float16,1.189210312
M,K,N,num_threads,dtype,qgemm_lut
12288,4096,1,4,float16,1.31058927
4096,4096,1,4,float16,0.412823542
11008,4096,1,4,float16,1.213808646
4096,11008,1,4,float16,1.2035623960000001
M,K,N,num_threads,dtype,qgemm_lut
12288,4096,1,4,int8,0.8443386
M,K,N,num_threads,dtype,qgemm_lut
12288,4096,1,4,int8,0.96880156
4096,4096,1,4,int8,0.25100469
11008,4096,1,4,int8,0.75501354
4096,11008,1,4,int8,0.79977187
M,K,N,num_threads,dtype,qgemm_lut
12288,4096,1,4,int8,0.9253895799999999
